carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,fluorescence,hasVisualization,id,imageUrl,lxwRatio,measurements,polish,price,pricePerCarat,sellingIndex,shapeCode,shapeName,skus,symmetry,table,v360BaseUrl,visualizationImageUrl,willArriveForHoliday
['1.00'],['IF'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['65.3'],./diamond-details/LD12855061,['None'],[True],LD12855061,,['1.02'],"[{'label': '6.23 x 6.13 x 4.04 mm', 'labelSmall': '6.23 x 6.13 x 4.04'}]",['Excellent'],10358,"['$10,358']",0.3233844,['RD'],['Round'],['LD12855061'],['Very Good'],['56.0'],https://bluenile.v360.in/50/imaged/gia-1335586251/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1335586251/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.9'],./diamond-details/LD12817572,['None'],[True],LD12817572,,['1.01'],"[{'label': '6.44 x 6.39 x 3.97 mm', 'labelSmall': '6.44 x 6.39 x 3.97'}]",['Excellent'],10361,"['$10,258']",0.2374128,['RD'],['Round'],['LD12817572'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-2205423578/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205423578/still_230x230.jpg,False
['1.01'],['VVS2'],['D'],['Small'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['61.6'],./diamond-details/LD11551010,['Faint'],[True],LD11551010,,['1.00'],"[{'label': '6.44 x 6.42 x 3.96 mm', 'labelSmall': '6.44 x 6.42 x 3.96'}]",['Excellent'],10402,"['$10,299']",0.25737885,['RD'],['Round'],['LD11551010'],['Excellent'],['57.0'],https://bluenile.v360.in/1/imaged/gia-2191871807/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2191871807/still_230x230.jpg,False
['1.01'],['VS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['60.2'],./diamond-details/LD01849732,['Medium Blue'],[False],LD01849732,,['1.01'],"[{'label': '6.53 x 6.49 x 3.92 mm', 'labelSmall': '6.53 x 6.49 x 3.92'}]",['Excellent'],10426,"['$10,323']",0.013517141,['RD'],['Round'],['LD01849732'],['Very Good'],['58.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.4'],./diamond-details/LD12364272,['None'],[True],LD12364272,,['1.00'],"[{'label': '6.43 x 6.40 x 4.00 mm', 'labelSmall': '6.43 x 6.40 x 4.00'}]",['Excellent'],10469,"['$10,365']",0.22759137,['RD'],['Round'],['LD12364272'],['Excellent'],['56.0'],https://bluenile.v360.in/19/imaged/gia-5201246134/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5201246134/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.1'],./diamond-details/LD12430901,['None'],[True],LD12430901,,['1.00'],"[{'label': '6.47 x 6.44 x 3.94 mm', 'labelSmall': '6.47 x 6.44 x 3.94'}]",['Excellent'],10469,"['$10,365']",0.22749887,['RD'],['Round'],['LD12430901'],['Excellent'],['58.0'],https://bluenile.v360.in/19/imaged/gia-7321794578/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7321794578/still_230x230.jpg,False
['0.96'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['61.8'],./diamond-details/LD07289684,['Faint'],[True],LD07289684,,['1.00'],"[{'label': '6.33 x 6.30 x 3.90 mm', 'labelSmall': '6.33 x 6.30 x 3.90'}]",['Excellent'],10476,"['$10,912']",0.05481413,['RD'],['Round'],['LD07289684'],['Excellent'],['57.0'],https://bluenile.v360.in/1/imaged/gia-6177708900/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6177708900/still_230x230.jpg,False
['1.01'],['VS1'],['G'],['None'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 23'],['Sep 24'],['64.0'],./diamond-details/LD12431853,['None'],[False],LD12431853,,['1.01'],"[{'label': '6.29 x 6.25 x 4.01 mm', 'labelSmall': '6.29 x 6.25 x 4.01'}]",['Good'],10476,"['$10,372']",0.0006750951,['RD'],['Round'],['LD12431853'],['Good'],['57.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['61.2'],./diamond-details/LD12909795,['None'],[False],LD12909795,,['1.01'],"[{'label': '6.44 x 6.48 x 3.96 mm', 'labelSmall': '6.44 x 6.48 x 3.96'}]",['Excellent'],10479,"['$10,375']",0.058901154,['RD'],['Round'],['LD12909795'],['Excellent'],['59.0'],,,False
['0.95'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.4'],./diamond-details/LD12002856,['Faint'],[True],LD12002856,,['1.01'],"[{'label': '6.41 x 6.36 x 3.85 mm', 'labelSmall': '6.41 x 6.36 x 3.85'}]",['Excellent'],10485,"['$11,037']",0.34140262,['RD'],['Round'],['LD12002856'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-6321091861/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6321091861/still_230x230.jpg,False
['0.91'],['VVS1'],['D'],['Small'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['61.7'],./diamond-details/LD02363072,['None'],[True],LD02363072,,['1.01'],"[{'label': '6.23 x 6.19 x 3.83 mm', 'labelSmall': '6.23 x 6.19 x 3.83'}]",['Excellent'],10515,"['$11,555']",0.08393179,['RD'],['Round'],['LD02363072'],['Excellent'],['57.0'],https://bluenile.v360.in/1/imaged/gia-6137191523/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6137191523/still_230x230.jpg,False
['0.91'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 20'],['Sep 23'],['61.8'],./diamond-details/LD04659596,['None'],[True],LD04659596,,['1.01'],"[{'label': '6.20 x 6.24 x 3.84 mm', 'labelSmall': '6.20 x 6.24 x 3.84'}]",['Excellent'],10515,"['$11,555']",0.084964156,['RD'],['Round'],['LD04659596'],['Excellent'],['57.0'],https://bluenile.v360.in/1/imaged/gia-6167266272/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6167266272/still_230x230.jpg,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['59.5'],./diamond-details/LD06920772,['None'],[False],LD06920772,,['1.00'],"[{'label': '6.31 x 6.30 x 3.75 mm', 'labelSmall': '6.31 x 6.30 x 3.75'}]",['Excellent'],10522,"['$11,691']",0.022588316,['RD'],['Round'],['LD06920772'],['Excellent'],['59.0'],,,False
['0.97'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.8'],./diamond-details/LD03041841,['None'],[False],LD03041841,,['1.01'],"[{'label': '6.32 x 6.37 x 3.92 mm', 'labelSmall': '6.32 x 6.37 x 3.92'}]",['Excellent'],10526,"['$10,852']",0.036782343,['RD'],['Round'],['LD03041841'],['Excellent'],['56.0'],,,False
['0.90'],['VVS2'],['G'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['63.0'],./diamond-details/LD12808406,['Medium Blue'],[True],LD12808406,,['1.01'],"[{'label': '6.09 x 6.13 x 3.85 mm', 'labelSmall': '6.09 x 6.13 x 3.85'}]",['Excellent'],10531,"['$11,701']",0.017534561,['RD'],['Round'],['LD12808406'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-2334260684/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2334260684/still_230x230.jpg,False
['0.97'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.6'],./diamond-details/LD12879969,['None'],[True],LD12879969,,['1.00'],"[{'label': '6.38 x 6.35 x 3.92 mm', 'labelSmall': '6.38 x 6.35 x 3.92'}]",['Excellent'],10549,"['$10,875']",0.09526232,['RD'],['Round'],['LD12879969'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-1339446554/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1339446554/still_230x230.jpg,False
['1.01'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.5'],./diamond-details/LD11883166,['Strong'],[True],LD11883166,,['1.01'],"[{'label': '6.40 x 6.36 x 3.99 mm', 'labelSmall': '6.40 x 6.36 x 3.99'}]",['Excellent'],10556,"['$10,451']",0.5633052,['RD'],['Round'],['LD11883166'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-7312926737/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7312926737/still_230x230.jpg,False
['1.01'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.4'],./diamond-details/LD12192409,['Strong'],[True],LD12192409,,['1.01'],"[{'label': '6.42 x 6.37 x 3.99 mm', 'labelSmall': '6.42 x 6.37 x 3.99'}]",['Excellent'],10556,"['$10,451']",0.57771826,['RD'],['Round'],['LD12192409'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-5316953719/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5316953719/still_230x230.jpg,False
['0.98'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.7'],./diamond-details/LD12118073,['None'],[True],LD12118073,,['1.01'],"[{'label': '6.32 x 6.27 x 3.94 mm', 'labelSmall': '6.32 x 6.27 x 3.94'}]",['Excellent'],10571,"['$10,787']",0.5768972,['RD'],['Round'],['LD12118073'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-1317887635/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1317887635/still_230x230.jpg,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD11903021,['None'],[False],LD11903021,,['1.00'],"[{'label': '6.37 x 6.40 x 4.01 mm', 'labelSmall': '6.37 x 6.40 x 4.01'}]",['Excellent'],10581,"['$10,476']",0.055649854,['RD'],['Round'],['LD11903021'],['Excellent'],['56.0'],,,False
['0.91'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['59.4'],./diamond-details/LD11509257,['None'],[True],LD11509257,,['1.01'],"[{'label': '6.31 x 6.35 x 3.76 mm', 'labelSmall': '6.31 x 6.35 x 3.76'}]",['Excellent'],10582,"['$11,629']",0.34076846,['RD'],['Round'],['LD11509257'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-7318119801/2/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7318119801/still_230x230.jpg?v=2,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.1'],./diamond-details/LD12719572,['None'],[True],LD12719572,,['1.01'],"[{'label': '6.49 x 6.44 x 3.95 mm', 'labelSmall': '6.49 x 6.44 x 3.95'}]",['Excellent'],10606,"['$10,501']",0.24381973,['RD'],['Round'],['LD12719572'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-6331193068/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6331193068/still_230x230.jpg,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.3'],./diamond-details/LD12384855,['None'],[True],LD12384855,,['1.00'],"[{'label': '6.54 x 6.56 x 3.95 mm', 'labelSmall': '6.54 x 6.56 x 3.95'}]",['Excellent'],10625,"['$10,520']",0.23773438,['RD'],['Round'],['LD12384855'],['Excellent'],['58.0'],https://bluenile.v360.in/66/imaged/gia-6322769449/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6322769449/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['61.4'],./diamond-details/LD06711731,['None'],[True],LD06711731,,['1.00'],"[{'label': '6.44 x 6.42 x 3.95 mm', 'labelSmall': '6.44 x 6.42 x 3.95'}]",['Excellent'],10664,"['$10,558']",0.047674697,['RD'],['Round'],['LD06711731'],['Excellent'],['59.0'],https://bluenile.v360.in/15/imaged/gia-1172458027/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1172458027/still_230x230.jpg,False
['1.01'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.8'],./diamond-details/LD12767705,['Strong'],[False],LD12767705,,['1.01'],"[{'label': '6.46 x 6.41 x 3.98 mm', 'labelSmall': '6.46 x 6.41 x 3.98'}]",['Excellent'],10664,"['$10,558']",0.25104326,['RD'],['Round'],['LD12767705'],['Excellent'],['58.0'],,,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.4'],./diamond-details/LD12848567,['None'],[True],LD12848567,,['1.01'],"[{'label': '6.37 x 6.41 x 3.99 mm', 'labelSmall': '6.37 x 6.41 x 3.99'}]",['Excellent'],10670,"['$10,670']",0.20271662,['RD'],['Round'],['LD12848567'],['Excellent'],['58.0'],https://bluenile.v360.in/7/imaged/gia-6207467068/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6207467068/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.7'],./diamond-details/LD12852022,['None'],[True],LD12852022,,['1.01'],"[{'label': '6.33 x 6.37 x 3.98 mm', 'labelSmall': '6.33 x 6.37 x 3.98'}]",['Excellent'],10670,"['$10,670']",0.15178332,['RD'],['Round'],['LD12852022'],['Excellent'],['59.0'],https://bluenile.v360.in/7/imaged/gia-6204475820/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6204475820/still_230x230.jpg,False
['1.01'],['VS2'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.8'],./diamond-details/LD12906284,['Faint'],[True],LD12906284,,['1.01'],"[{'label': '6.41 x 6.36 x 4.01 mm', 'labelSmall': '6.41 x 6.36 x 4.01'}]",['Excellent'],10703,"['$10,597']",0.016919585,['RD'],['Round'],['LD12906284'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-6332422149/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6332422149/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.4'],./diamond-details/LD12192413,['Faint'],[True],LD12192413,,['1.01'],"[{'label': '6.41 x 6.36 x 3.98 mm', 'labelSmall': '6.41 x 6.36 x 3.98'}]",['Excellent'],10738,"['$10,632']",0.19546314,['RD'],['Round'],['LD12192413'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-5316824005/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5316824005/still_230x230.jpg,False
['1.00'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.1'],./diamond-details/LD12156193,['Medium'],[True],LD12156193,,['1.00'],"[{'label': '6.46 x 6.44 x 3.94 mm', 'labelSmall': '6.46 x 6.44 x 3.94'}]",['Excellent'],10741,"['$10,741']",0.52577317,['RD'],['Round'],['LD12156193'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-2304810672/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2304810672/still_230x230.jpg,False
['1.01'],['FL'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.8'],./diamond-details/LD12876367,['None'],[True],LD12876367,,['1.01'],"[{'label': '6.53 x 6.49 x 3.96 mm', 'labelSmall': '6.53 x 6.49 x 3.96'}]",['Excellent'],10755,"['$10,649']",0.50742805,['RD'],['Round'],['LD12876367'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-7328551481/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7328551481/still_230x230.jpg,False
['1.00'],['VVS1'],['D'],['None'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 26'],['Sep 27'],['60.5'],./diamond-details/LD11864684,['None'],[False],LD11864684,,['1.01'],"[{'label': '6.47 x 6.52 x 3.93 mm', 'labelSmall': '6.47 x 6.52 x 3.93'}]",['Excellent'],10765,"['$10,765']",0.009722767,['RD'],['Round'],['LD11864684'],['Good'],['60.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.9'],./diamond-details/LD12852020,['None'],[True],LD12852020,,['1.00'],"[{'label': '6.42 x 6.45 x 3.99 mm', 'labelSmall': '6.42 x 6.45 x 3.99'}]",['Excellent'],10776,"['$10,669']",0.118040636,['RD'],['Round'],['LD12852020'],['Excellent'],['59.0'],https://bluenile.v360.in/7/imaged/gia-1206475792/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1206475792/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['61.7'],./diamond-details/LD09355257,['None'],[True],LD09355257,,['1.00'],"[{'label': '6.45 x 6.47 x 3.99 mm', 'labelSmall': '6.45 x 6.47 x 3.99'}]",['Excellent'],10783,"['$10,676']",0.6036449,['RD'],['Round'],['LD09355257'],['Excellent'],['55.0'],https://bluenile.v360.in/29/imaged/gia-2185709209/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2185709209/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['61.7'],./diamond-details/LD09826094,['None'],[True],LD09826094,,['1.00'],"[{'label': '6.44 x 6.47 x 3.98 mm', 'labelSmall': '6.44 x 6.47 x 3.98'}]",['Excellent'],10783,"['$10,676']",0.611636,['RD'],['Round'],['LD09826094'],['Excellent'],['56.0'],https://bluenile.v360.in/1/imaged/gia-6183916442/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6183916442/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['61.4'],./diamond-details/LD11453818,['Strong'],[True],LD11453818,,['1.00'],"[{'label': '6.45 x 6.47 x 3.97 mm', 'labelSmall': '6.45 x 6.47 x 3.97'}]",['Excellent'],10882,"['$10,774']",0.57427615,['RD'],['Round'],['LD11453818'],['Excellent'],['55.0'],https://bluenile.v360.in/1/imaged/gia-2195676821/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2195676821/still_230x230.jpg,False
['1.00'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.8'],./diamond-details/LD12471934,['Faint'],[True],LD12471934,,['1.01'],"[{'label': '6.50 x 6.45 x 3.94 mm', 'labelSmall': '6.50 x 6.45 x 3.94'}]",['Excellent'],10901,"['$10,901']",0.42719406,['RD'],['Round'],['LD12471934'],['Excellent'],['61.0'],https://bluenile.v360.in/50/imaged/gia-7326942447/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7326942447/still_230x230.jpg,False
['1.00'],['IF'],['D'],['Very Small'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['58.5'],./diamond-details/LD11052632,['None'],[False],LD11052632,,['1.01'],"[{'label': '6.52 x 6.57 x 3.83 mm', 'labelSmall': '6.52 x 6.57 x 3.83'}]",['Very Good'],10928,"['$10,928']",0.044385336,['RD'],['Round'],['LD11052632'],['Very Good'],['64.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.2'],./diamond-details/LD12242184,['None'],[True],LD12242184,,['1.01'],"[{'label': '6.50 x 6.55 x 3.93 mm', 'labelSmall': '6.50 x 6.55 x 3.93'}]",['Excellent'],10930,"['$10,822']",0.13240038,['RD'],['Round'],['LD12242184'],['Excellent'],['60.0'],https://bluenile.v360.in/62/imaged/gia-2326201840/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326201840/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.5'],./diamond-details/LD12892751,['None'],[True],LD12892751,,['1.00'],"[{'label': '6.37 x 6.39 x 3.99 mm', 'labelSmall': '6.37 x 6.39 x 3.99'}]",['Excellent'],10930,"['$10,822']",0.10640476,['RD'],['Round'],['LD12892751'],['Excellent'],['57.0'],https://bluenile.v360.in/7/imaged/gia-2205521268/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2205521268/still_230x230.jpg,False
['1.00'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['63.4'],./diamond-details/LD12498971,['Medium'],[True],LD12498971,,['1.01'],"[{'label': '6.36 x 6.31 x 4.02 mm', 'labelSmall': '6.36 x 6.31 x 4.02'}]",['Excellent'],10955,"['$10,955']",0.4089079,['RD'],['Round'],['LD12498971'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-1317873725/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1317873725/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.5'],./diamond-details/LD12155655,['Faint'],[True],LD12155655,,['1.01'],"[{'label': '6.43 x 6.38 x 4.01 mm', 'labelSmall': '6.43 x 6.38 x 4.01'}]",['Excellent'],10968,"['$10,859']",0.14815654,['RD'],['Round'],['LD12155655'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-6302351269/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6302351269/still_230x230.jpg,False
['0.95'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.6'],./diamond-details/LD12593941,['None'],[True],LD12593941,,['1.00'],"[{'label': '6.29 x 6.26 x 3.93 mm', 'labelSmall': '6.29 x 6.26 x 3.93'}]",['Excellent'],10970,"['$11,547']",0.20509547,['RD'],['Round'],['LD12593941'],['Excellent'],['57.0'],https://bluenile.v360.in/48/imaged/gia-1206400606/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1206400606/still_230x230.jpg,False
['1.00'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.9'],./diamond-details/LD12822819,['None'],[True],LD12822819,,['1.01'],"[{'label': '6.37 x 6.42 x 3.96 mm', 'labelSmall': '6.37 x 6.42 x 3.96'}]",['Excellent'],10975,"['$10,975']",0.14110197,['RD'],['Round'],['LD12822819'],['Excellent'],['60.0'],https://bluenile.v360.in/7/imaged/gia-6207445562/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6207445562/still_230x230.jpg,False
['1.01'],['IF'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['59.5'],./diamond-details/LD12822408,['None'],[True],LD12822408,,['1.00'],"[{'label': '6.53 x 6.54 x 3.89 mm', 'labelSmall': '6.53 x 6.54 x 3.89'}]",['Excellent'],10980,"['$10,871']",0.41342548,['RD'],['Round'],['LD12822408'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-7338334715/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7338334715/still_230x230.jpg,False
['0.96'],['IF'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.1'],./diamond-details/LD00034315,['None'],[True],LD00034315,,['1.00'],"[{'label': '6.38 x 6.35 x 3.89 mm', 'labelSmall': '6.38 x 6.35 x 3.89'}]",['Excellent'],11091,"['$11,553']",0.13775028,['RD'],['Round'],['LD00034315'],['Excellent'],['60.0'],https://bluenile.v360.in/25/imaged/gia-6275912237/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6275912237/still_230x230.jpg,False
['0.95'],['FL'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Oct 1'],['Oct 2'],['63.2'],./diamond-details/LD12003111,['None'],[False],LD12003111,,['1.01'],"[{'label': '6.26 x 6.21 x 3.94 mm', 'labelSmall': '6.26 x 6.21 x 3.94'}]",['Excellent'],11104,"['$11,688']",0.15300514,['RD'],['Round'],['LD12003111'],['Excellent'],['57.0'],,,False
['1.00'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.2'],./diamond-details/LD12396695,['None'],[True],LD12396695,,['1.01'],"[{'label': '6.49 x 6.45 x 3.90 mm', 'labelSmall': '6.49 x 6.45 x 3.90'}]",['Excellent'],11108,"['$11,108']",0.15726736,['RD'],['Round'],['LD12396695'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-2326826868/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326826868/still_230x230.jpg,False
['1.00'],['VVS1'],['F'],['None'],"[{'label': 'Astor Ideal', 'labelSmall': 'Astor'}]",['Sep 19'],['Sep 19'],['61.3'],./diamond-details/LD09472088,['None'],[True],LD09472088,,['1.00'],"[{'label': '6.43 x 6.45 x 3.95 mm', 'labelSmall': '6.43 x 6.45 x 3.95'}]",['Excellent'],11142,"['$11,142']",0.9301344,['RD'],['Round'],['LD09472088'],['Excellent'],['57.0'],https://bluenile.v360.in/1/imaged/gia-2181764343/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2181764343/still_230x230.jpg,False
['1.00'],['IF'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.2'],./diamond-details/LD12865193,['None'],[True],LD12865193,,['1.00'],"[{'label': '6.44 x 6.47 x 3.95 mm', 'labelSmall': '6.44 x 6.47 x 3.95'}]",['Excellent'],11148,"['$11,148']",0.391775,['RD'],['Round'],['LD12865193'],['Excellent'],['60.0'],https://bluenile.v360.in/7/imaged/gia-1206420933/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1206420933/still_230x230.jpg,False
